PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
 -9.5368158E-08  9.5367191E-08  3.4472229E+00  3.3261080E+00  2.9105682E+00  2.9106584E+00  3.3261991E+00  3.4472113E+00  9.5367675E-08 -9.5366701E-08 -2.9870630E+01
  9.5367433E-08  3.1788172E-08  3.1883709E+00  3.0677311E+00  2.6525779E+00  2.6526706E+00  3.0678248E+00  3.1883588E+00  3.1790115E-08  9.5367433E-08 -3.2499973E+01
 -7.2759577E-13  6.3579016E-08  2.9370131E+00  2.8168406E+00  2.4020731E+00  2.4021688E+00  2.8169372E+00  2.9370010E+00  6.3577559E-08  7.2759577E-13 -3.5413254E+01
  9.5366701E-08 -3.1789387E-08  2.7025251E+00  2.5828083E+00  2.1684039E+00  2.1685021E+00  2.5829074E+00  2.7025123E+00 -3.1788900E-08  9.5368158E-08 -3.8559006E+01
  6.3578042E-08 -3.1789870E-08  3.2208238E+00  3.1038203E+00  2.6906142E+00  2.6907191E+00  3.1039262E+00  3.2208095E+00 -3.1788417E-08  6.3578533E-08 -2.7592276E+01
  9.5366460E-08  3.1787689E-08  2.9875844E+00  2.8710480E+00  2.4582219E+00  2.4583292E+00  2.8711562E+00  2.9875703E+00  3.1790599E-08  9.5368399E-08 -2.9968655E+01
  9.5367433E-08  3.1790115E-08  2.7618558E+00  2.6457777E+00  2.2333369E+00  2.2334468E+00  2.6458895E+00  2.7618415E+00  3.1788172E-08  9.5367433E-08 -3.2554737E+01
 -9.5367675E-08 -3.1790840E-08  2.5543904E+00  2.4387584E+00  2.0266805E+00  2.0267940E+00  2.4388738E+00  2.5543756E+00 -3.1787447E-08 -9.5367191E-08 -3.5314423E+01
 -9.5366701E-08  3.1789870E-08  3.0098696E+00  2.8969002E+00  2.4860103E+00  2.4861329E+00  2.8970249E+00  3.0098538E+00  3.1788417E-08 -9.5368158E-08 -2.5487701E+01
 -1.5896028E-08 -4.7683230E-08  2.7969987E+00  2.6844852E+00  2.2739804E+00  2.2741072E+00  2.6846137E+00  2.7969830E+00 -4.7684200E-08 -1.5893116E-08 -2.7598625E+01
 -9.5367433E-08  3.1789146E-08  2.5950935E+00  2.4830277E+00  2.0729063E+00  2.0730369E+00  2.4831598E+00  2.5950768E+00  3.1789146E-08 -9.5367433E-08 -2.9894274E+01
  9.5366460E-08 -3.1790599E-08  2.4125435E+00  2.3009138E+00  1.8911549E+00  1.8912889E+00  2.3010499E+00  2.4125273E+00 -3.1787689E-08  9.5368399E-08 -3.2308891E+01
 -4.7685170E-08 -4.7685170E-08  2.8132966E+00  2.7042840E+00  2.2956929E+00  2.2958374E+00  2.7044303E+00  2.8132787E+00 -4.7682260E-08 -4.7682260E-08 -2.3543652E+01
  9.5366460E-08  3.1789629E-08  2.6208072E+00  2.5122392E+00  2.1040330E+00  2.1041815E+00  2.5123899E+00  2.6207888E+00  3.1788659E-08  9.5368399E-08 -2.5429943E+01
 -1.4551915E-12 -6.3578774E-08  2.4406064E+00  2.3324759E+00  1.9246535E+00  1.9248061E+00  2.3326304E+00  2.4405875E+00 -6.3577801E-08  1.4551915E-12 -2.7457462E+01
  9.5368890E-08 -3.1787689E-08  2.2805901E+00  2.1728852E+00  1.7654258E+00  1.7655829E+00  2.1730454E+00  2.2805717E+00 -3.1790599E-08  9.5365976E-08 -2.9555218E+01
 -4.7683717E-08 -4.7683717E-08  2.6301155E+00  2.5249825E+00  2.1186779E+00  2.1188464E+00  2.5251539E+00  2.6300952E+00 -4.7683717E-08 -4.7683717E-08 -2.1747883E+01
  9.5365976E-08 -3.1788659E-08  2.4563460E+00  2.3516467E+00  1.9457285E+00  1.9459022E+00  2.3518231E+00  2.4563253E+00 -3.1789629E-08  9.5368890E-08 -2.3427435E+01
  1.4551915E-12  3.1789629E-08  2.2959676E+00  2.1916945E+00  1.7861613E+00  1.7863399E+00  2.1918759E+00  2.2959464E+00  3.1788659E-08 -1.4551915E-12 -2.5209112E+01
  9.5365976E-08 -3.1790599E-08  2.1563919E+00  2.0525331E+00  1.6473640E+00  1.6475480E+00  2.0527201E+00  2.1563699E+00 -3.1787689E-08  9.5368890E-08 -2.7017513E+01
 -1.4551915E-12 -1.4551915E-12  2.4594061E+00  2.3580739E+00  1.9540455E+00  1.9542431E+00  2.3582749E+00  2.4593832E+00  1.4551915E-12  1.4551915E-12 -2.0089083E+01
 -1.4551915E-12  6.3577801E-08  2.3028953E+00  2.2019851E+00  1.7983440E+00  1.7985475E+00  2.2021916E+00  2.3028715E+00  6.3578774E-08  1.4551915E-12 -2.1579580E+01
